floor_g,n_events,events_per_day,n_days_with_meal,n_days_with_2to8,evening_share_pct,n_logged_events,logged_events_per_day
5,353,1.961111111111111,172,120,37.960339943342774,653,3.6277777777777778
10,353,1.961111111111111,172,120,37.960339943342774,532,2.9555555555555557
20,352,1.9555555555555555,171,120,37.784090909090914,201,1.1166666666666667
30,346,1.9222222222222223,171,117,38.15028901734104,19,0.10555555555555556
50,296,1.6444444444444444,164,94,41.55405405405405,2,0.011111111111111112
