floor_g,n_events,events_per_day,n_days_with_meal,n_days_with_2to8,evening_share_pct,n_logged_events,logged_events_per_day
5,17,0.09444444444444444,14,3,17.647058823529413,385,2.138888888888889
10,17,0.09444444444444444,14,3,17.647058823529413,377,2.0944444444444446
20,6,0.03333333333333333,5,1,33.33333333333333,234,1.3
30,0,0.0,0,0,0.0,141,0.7833333333333333
50,0,0.0,0,0,0.0,2,0.011111111111111112
