floor_g,n_events,events_per_day,n_days_with_meal,n_days_with_2to8,evening_share_pct,n_logged_events,logged_events_per_day
5,269,0.7173134079608899,181,66,29.36802973977695,2050,5.466514819032804
10,269,0.7173134079608899,181,66,29.36802973977695,1840,4.906530374156273
20,269,0.7173134079608899,181,66,29.36802973977695,1155,3.0799144468209216
30,267,0.7119802227715897,179,66,29.588014981273407,627,1.6719535568456432
50,249,0.663981556067887,170,59,31.32530120481928,123,0.3279908891419683
