floor_g,n_events,events_per_day,n_days_with_meal,n_days_with_2to8,evening_share_pct,n_logged_events,logged_events_per_day
5,32,0.17777777777777778,28,4,28.125,1010,5.611111111111111
10,32,0.17777777777777778,28,4,28.125,841,4.6722222222222225
20,32,0.17777777777777778,28,4,28.125,529,2.938888888888889
30,32,0.17777777777777778,28,4,28.125,291,1.6166666666666667
50,22,0.12222222222222222,20,2,22.727272727272727,62,0.34444444444444444
