scenario,mode,step,time_min,bg,delta,cob,bolus_iob,basal_iob,carbs_activity,insulin_activity,temp_basal_rate
Multi-meal day (breakfast + lunch + snack),open-loop,83,415,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,84,420,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,85,425,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,86,430,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,87,435,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,88,440,89,-0.1,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,89,445,89,0.1,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,90,450,89,-0.1,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,91,455,89,-0.1,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,92,460,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,93,465,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,94,470,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),open-loop,95,475,89,0,0,0,2,0,0.6621,1
Multi-meal day (breakfast + lunch + snack),oref0-loop,0,0,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,1,5,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,2,10,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,3,15,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,4,20,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,5,25,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,6,30,95,0.1,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,7,35,95,-0.1,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,8,40,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,9,45,95,0,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,10,50,95,0.1,0,0,2,0,0,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,11,55,89,-6,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,12,60,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,13,65,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,14,70,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,15,75,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,16,80,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,17,85,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,18,90,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,19,95,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,20,100,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,21,105,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,22,110,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,23,115,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,24,120,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,25,125,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,26,130,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,27,135,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,28,140,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,29,145,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,30,150,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,31,155,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,32,160,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,33,165,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,34,170,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,35,175,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,36,180,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,37,185,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,38,190,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,39,195,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,40,200,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,41,205,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,42,210,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,43,215,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,44,220,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,45,225,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,46,230,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,47,235,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,48,240,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,49,245,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,50,250,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,51,255,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,52,260,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,53,265,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,54,270,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,55,275,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,56,280,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,57,285,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,58,290,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,59,295,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,60,300,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,61,305,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,62,310,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,63,315,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,64,320,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,65,325,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,66,330,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,67,335,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,68,340,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,69,345,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,70,350,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,71,355,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,72,360,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,73,365,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,74,370,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,75,375,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,76,380,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,77,385,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,78,390,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,79,395,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,80,400,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,81,405,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,82,410,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,83,415,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,84,420,89,0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,85,425,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,86,430,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,87,435,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,88,440,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,89,445,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,90,450,89,-0.1,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,91,455,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,92,460,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,93,465,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,94,470,89,0,0,0,2,0,0.6621,0
Multi-meal day (breakfast + lunch + snack),oref0-loop,95,475,89,0.1,0,0,2,0,0.6621,0
